a_fullVisitorId,a_hits_customDimensions_value,a_COUNT,a_SUM_totals_pageviews,a_SUM_totals_hits,a_SUM_totals_timeOnSite,a_SUM_hits_hitNumber,a_diffdays_latest,a_diffdays_oldest,a_desktop_flag,a_tablet_flag,a_mobile_flag,a_OS_Windows_flag,a_OS_Macintosh_flag,a_SUM_morning_visit,a_SUM_daytime_visit,a_SUM_evening_visit,a_SUM_midnight_visit,a_page201404,a_page201405,a_page201406,b_hits_customDimensions_value,b_CV_flag
592,592,2,2,4,4,2,14,14,1,0,0,1,0,0,0,2,0,0,0,0,592,0
593,593,4,12,20,1196,8,14,14,1,0,0,1,0,0,0,0,4,0,0,0,593,0
594,594,2,2,4,1,2,14,14,1,0,0,1,0,0,2,0,0,0,0,0,594,0
595,595,2,2,4,2,2,14,14,1,0,0,1,0,0,2,0,0,0,0,0,595,0
596,596,2,2,4,2,2,14,14,1,0,0,1,0,0,2,0,0,0,0,0,596,1
597,597,2,2,4,2,2,14,14,1,0,0,1,0,0,2,0,0,0,0,0,597,0
598,598,2,2,4,2,2,14,14,1,0,0,1,0,0,2,0,0,0,0,0,598,0
599,599,2,2,4,4,2,14,14,1,0,0,1,0,0,2,0,0,0,0,0,599,0
600,600,2,2,4,2,2,14,14,1,0,0,0,1,0,2,0,0,2,0,0,600,0
601,601,4,8,16,32,8,14,14,1,0,0,1,0,0,4,0,0,0,0,0,601,0
602,602,2,2,4,1,2,14,14,1,0,0,1,0,2,0,0,0,0,0,0,602,0
603,603,2,2,4,2,2,14,14,1,0,0,1,0,0,2,0,0,0,0,0,603,0
604,604,2,2,4,6,2,14,14,1,0,0,1,0,0,2,0,0,0,0,0,604,1
605,605,2,2,4,2,2,14,14,1,0,0,0,1,0,2,0,0,0,0,0,605,0
606,606,2,2,4,1,2,14,14,1,0,0,1,0,0,2,0,0,0,0,0,606,0
607,607,2,2,4,1,2,14,14,1,0,0,1,0,0,0,2,0,0,0,0,607,0
608,608,6,36,60,1446,36,14,14,1,0,0,1,0,0,6,0,0,0,0,0,608,1
609,609,2,2,4,4,2,14,14,1,0,0,1,0,2,0,0,0,0,0,0,609,0
610,610,2,1,2,1,2,14,14,1,0,0,1,0,0,2,0,0,0,0,0,610,0
611,611,2,2,4,1,2,14,14,1,0,0,1,0,0,2,0,0,0,0,0,611,0
612,612,2,2,4,2,2,14,14,1,0,0,1,0,0,2,0,0,0,0,0,612,0
613,613,2,2,4,4,2,14,14,1,0,0,1,0,0,2,0,0,0,0,0,613,0
614,614,2,2,4,2,2,14,14,1,0,0,1,0,2,0,0,0,0,0,0,614,0
615,615,2,2,4,4,2,14,14,1,0,0,1,0,2,0,0,0,0,0,0,615,0
616,616,2,1,2,1,2,14,14,1,0,0,1,0,0,2,0,0,0,0,0,616,0
617,617,4,12,24,120,16,14,14,1,0,0,1,0,0,4,0,0,0,0,0,617,0
618,618,2,2,4,1,2,14,14,1,0,0,1,0,0,2,0,0,0,0,0,618,0
619,619,2,2,4,14,2,14,14,1,0,0,1,0,0,2,0,0,0,0,0,619,0
620,620,2,2,4,6,2,14,14,1,0,0,1,0,0,2,0,0,0,0,0,620,0
621,621,2,2,4,2,2,14,14,1,0,0,1,0,0,0,2,0,0,0,0,621,0
622,622,2,2,4,4,2,14,14,1,0,0,1,0,0,2,0,0,0,0,0,622,0
623,623,2,2,4,2,2,14,14,1,0,0,1,0,0,0,0,2,2,0,0,623,1
624,624,2,2,4,4,2,14,14,1,0,0,1,0,0,0,2,0,0,0,0,624,0
625,625,4,8,16,260,8,14,14,1,0,0,1,0,0,4,0,0,0,0,0,625,0
626,626,2,2,4,1,2,14,14,1,0,0,1,0,0,2,0,0,0,0,0,626,0
627,627,6,10,24,1712,10,14,14,1,0,0,1,0,0,4,2,0,0,0,0,627,0
628,628,2,2,4,1,2,14,14,1,0,0,1,0,0,2,0,0,0,0,0,628,0
629,629,2,2,4,26,2,14,14,1,0,0,1,0,0,0,0,2,0,0,0,629,0
630,630,2,2,4,32,2,14,14,1,0,0,1,0,0,0,0,2,0,0,0,630,0
631,631,4,4,8,4,4,14,14,1,0,0,1,0,4,0,0,0,0,0,0,631,0
632,632,2,2,4,8,2,14,14,1,0,0,1,0,0,0,2,0,0,0,0,632,0
633,633,2,2,4,1,2,14,14,1,0,0,1,0,0,2,0,0,0,0,0,633,0
634,634,2,2,4,1,2,14,14,1,0,0,1,0,2,0,0,0,0,0,0,634,1
635,635,2,2,4,1,2,14,14,1,0,0,1,0,0,0,2,0,0,0,0,635,0
636,636,2,2,4,2,2,14,14,1,0,0,1,0,0,2,0,0,0,2,0,636,0
637,637,1,1,2,2,1,8,8,1,0,0,1,0,0,0,1,0,0,0,0,637,0
638,638,1,1,2,1,1,8,8,1,0,0,1,0,0,0,1,0,0,0,0,638,0
639,639,2,2,4,4,2,8,8,1,0,0,0,1,0,1,1,0,0,0,0,639,0
640,640,5,11,22,1433,11,8,8,1,0,0,1,0,3,2,0,0,0,0,0,640,1
641,641,1,1,2,1,1,8,8,1,0,0,1,0,1,0,0,0,0,0,0,641,0
642,642,1,1,2,1,1,8,8,1,0,0,1,0,0,1,0,0,0,0,0,642,0
643,643,1,2,4,12,1,8,8,1,0,0,1,0,0,0,1,0,0,0,0,643,1
644,644,1,1,2,5,1,8,8,1,0,0,1,0,0,0,1,0,0,0,0,644,0
645,645,1,1,2,1,1,8,8,1,0,0,1,0,0,0,1,0,0,0,0,645,0
646,646,1,1,2,1,1,8,8,1,0,0,1,0,1,0,0,0,0,0,0,646,0
647,647,1,1,2,1,1,8,8,1,0,0,1,0,0,0,1,0,0,0,0,647,0
648,648,1,1,2,7,1,8,8,1,0,0,1,0,0,1,0,0,0,0,0,648,0
649,649,1,1,2,1,1,8,8,1,0,0,1,0,0,0,1,0,0,0,0,649,0
650,650,2,1,3,2,2,8,10,1,0,0,1,0,0,0,2,0,0,0,0,650,1
651,651,1,2,4,396,1,8,8,1,0,0,1,0,1,0,0,0,0,0,0,651,0
652,652,1,1,2,5,1,8,8,1,0,0,1,0,0,1,0,0,0,0,0,652,0
653,653,1,5,7,90,1,8,8,1,0,0,1,0,0,1,0,0,0,0,0,653,0
654,654,1,1,2,1,1,8,8,1,0,0,0,1,1,0,0,0,0,0,0,654,0
655,655,1,1,1,1,1,8,8,1,0,0,1,0,0,1,0,0,0,0,0,655,1
656,656,1,1,2,1,1,8,8,1,0,0,1,0,0,1,0,0,0,0,0,656,0
657,657,1,1,2,2,1,8,8,1,0,0,1,0,0,1,0,0,0,0,0,657,1
658,658,1,1,2,3,1,8,8,1,0,0,0,0,0,0,1,0,0,0,0,658,0
659,659,1,1,2,1,1,8,8,1,0,0,1,0,0,1,0,0,0,0,0,659,1
660,660,1,1,2,1,1,8,8,1,0,0,1,0,0,0,0,1,0,0,0,660,0
661,661,1,1,1,1,1,8,8,1,0,0,1,0,0,0,1,0,0,0,0,661,0
662,662,1,1,2,1,1,8,8,1,0,0,1,0,0,1,0,0,0,0,0,662,1
663,663,1,1,2,2,1,8,8,1,0,0,1,0,0,0,1,0,0,0,0,663,1
664,664,1,2,4,59,3,8,8,1,0,0,1,0,0,1,0,0,0,0,0,664,1
665,665,1,1,2,1,1,8,8,1,0,0,0,1,0,1,0,0,0,0,0,665,0
666,666,1,1,2,1,1,8,8,1,0,0,1,0,1,0,0,0,0,0,0,666,1
667,667,4,8,24,8196,12,8,8,1,0,0,1,0,4,0,0,0,0,0,0,667,0
668,668,1,1,2,10,1,8,8,1,0,0,1,0,1,0,0,0,0,0,0,668,1
669,669,1,1,2,1,1,8,8,1,0,0,1,0,0,1,0,0,0,0,0,669,0
670,670,1,1,2,1,1,8,8,1,0,0,1,0,0,0,1,0,0,0,0,670,0
671,671,1,1,2,1,1,8,8,1,0,0,1,0,1,0,0,0,0,0,0,671,1
672,672,2,4,8,414,4,35,35,1,0,0,1,0,0,2,0,0,0,0,0,672,0
673,673,1,1,2,1,1,35,35,1,0,0,1,0,0,0,1,0,0,0,0,673,0
674,674,1,1,2,2,1,35,35,1,0,0,1,0,0,0,1,0,0,0,0,674,0
675,675,1,1,2,1,1,35,35,1,0,0,1,0,0,1,0,0,0,0,0,675,1
676,676,1,1,2,1,1,35,35,1,0,0,1,0,0,1,0,0,0,0,0,676,0
677,677,1,1,2,6,1,35,35,1,0,0,1,0,0,1,0,0,0,0,0,677,0
678,678,1,1,2,1,1,35,35,1,0,0,1,0,0,0,1,0,0,0,0,678,0
679,679,1,1,2,3,1,35,35,1,0,0,1,0,1,0,0,0,0,0,0,679,0
680,680,1,1,2,1,1,35,35,1,0,0,1,0,1,0,0,0,0,0,0,680,0
681,681,1,1,1,1,1,35,35,1,0,0,1,0,0,1,0,0,0,0,0,681,0
682,682,1,1,2,1,1,35,35,1,0,0,1,0,1,0,0,0,0,0,0,682,0
683,683,1,1,2,1,1,35,35,1,0,0,1,0,0,0,1,0,0,0,0,683,0
684,684,1,1,2,1,1,35,35,1,0,0,1,0,0,1,0,0,0,0,0,684,0
685,685,1,1,2,2,1,35,35,1,0,0,1,0,0,0,1,0,0,0,0,685,0
686,686,1,1,2,1,1,35,35,1,0,0,1,0,0,0,1,0,0,0,0,686,0
687,687,1,1,2,29,1,35,35,1,0,0,0,1,0,1,0,0,0,0,0,687,0
688,688,1,1,1,1,1,35,35,1,0,0,1,0,0,0,1,0,0,0,0,688,0
689,689,1,1,2,1,1,35,35,1,0,0,1,0,1,0,0,0,0,0,0,689,0
690,690,1,1,2,2,1,35,35,1,0,0,1,0,0,0,1,0,0,0,0,690,0
691,691,1,1,2,1,1,35,35,1,0,0,1,0,1,0,0,0,0,0,0,691,0
692,692,1,1,2,2,1,35,35,1,0,0,1,0,0,1,0,0,0,0,0,692,0
693,693,1,1,2,1,1,35,35,1,0,0,1,0,0,0,1,0,0,0,0,693,0
694,694,1,1,2,1,1,35,35,1,0,0,1,0,0,0,1,0,0,0,0,694,0
695,695,1,1,2,1,1,35,35,1,0,0,1,0,1,0,0,0,0,0,0,695,0
696,696,1,1,2,3,1,35,35,1,0,0,1,0,0,1,0,0,0,0,0,696,0
697,697,1,1,2,1,1,35,35,1,0,0,1,0,0,1,0,0,0,0,0,697,0
698,698,1,1,2,1,1,35,35,1,0,0,1,0,0,0,1,0,0,0,0,698,0
699,699,1,1,2,1,1,35,35,1,0,0,1,0,0,1,0,0,1,0,0,699,0
700,700,1,1,2,1,1,35,35,1,0,0,1,0,1,0,0,0,0,0,0,700,0
701,701,1,1,2,1,1,35,35,1,0,0,1,0,0,1,0,0,0,0,0,701,0
702,702,1,1,2,1,1,35,35,1,0,0,1,0,1,0,0,0,0,0,0,702,0
703,703,1,1,2,1,1,35,35,1,0,0,1,0,0,1,0,0,0,0,0,703,0
704,704,1,1,2,1,1,35,35,1,0,0,1,0,0,0,0,1,0,0,0,704,0
705,705,1,1,2,1,1,35,35,1,0,0,1,0,0,1,0,0,0,0,0,705,0
706,706,1,1,2,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,706,1
707,707,1,1,2,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,707,0
708,708,2,4,8,42,4,1,1,1,0,0,1,0,0,2,0,0,0,0,0,708,1
709,709,1,1,2,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,709,0
710,710,1,1,2,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,710,0
711,711,1,1,2,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,711,0
712,712,1,1,2,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,712,0
713,713,1,1,2,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,713,0
714,714,1,1,2,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,714,0
715,715,1,1,2,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,715,0
716,716,1,1,2,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,716,0
717,717,1,1,2,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,717,0
718,718,2,2,4,2,2,0,1,1,0,0,1,0,0,1,1,0,0,0,0,718,1
719,719,1,1,2,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,719,0
720,720,1,1,2,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,720,1
721,721,1,1,2,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,721,1
722,722,1,1,3,11,3,1,1,1,0,0,1,0,0,1,0,0,0,0,0,722,1
723,723,1,1,2,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,723,1
724,724,1,1,2,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,724,0
725,725,1,2,3,301,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,725,0
726,726,2,4,8,104,4,1,1,1,0,0,1,0,0,2,0,0,0,0,0,726,1
727,727,1,1,2,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,727,1
728,728,1,1,2,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,728,1
729,729,1,1,2,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,729,0
730,730,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,730,1
731,731,1,1,2,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,731,1
732,732,1,1,2,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,732,0
733,733,2,4,8,470,4,1,1,1,0,0,1,0,0,2,0,0,0,0,0,733,1
734,734,1,1,2,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,734,0
735,735,1,1,2,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,735,0
736,736,1,1,2,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,736,1
737,737,1,1,2,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,737,0
738,738,1,1,2,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,738,0
739,739,2,4,8,82,4,1,1,1,0,0,1,0,0,2,0,0,0,0,0,739,1
740,740,1,1,2,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,740,0
741,741,1,1,2,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,741,1
742,742,1,1,2,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,742,0
743,743,1,1,2,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,743,0
744,744,1,1,2,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,744,1
745,745,1,1,2,1,1,28,28,1,0,0,1,0,0,0,0,1,0,0,0,745,0
746,746,1,1,2,4,1,28,28,1,0,0,1,0,0,1,0,0,0,0,0,746,0
747,747,1,1,2,1,1,28,28,1,0,0,1,0,0,0,1,0,0,0,0,747,0
748,748,1,1,2,1,1,28,28,1,0,0,1,0,0,1,0,0,0,0,0,748,0
749,749,1,1,2,1,1,28,28,1,0,0,1,0,0,1,0,0,0,0,0,749,0
750,750,1,1,2,1,1,28,28,1,0,0,1,0,0,1,0,0,0,0,0,750,0
751,751,1,1,2,1,1,28,28,1,0,0,1,0,0,0,1,0,0,0,0,751,0
752,752,1,1,2,1,1,28,28,1,0,0,1,0,0,1,0,0,0,0,0,752,0
753,753,1,1,2,1,1,28,28,1,0,0,1,0,0,1,0,0,0,0,0,753,0
754,754,1,1,2,1,1,28,28,1,0,0,0,1,0,0,1,0,0,0,0,754,0
755,755,1,1,2,3,1,28,28,1,0,0,1,0,1,0,0,0,0,0,0,755,0
756,756,2,4,8,114,4,28,28,1,0,0,1,0,2,0,0,0,0,0,0,756,0
757,757,1,2,4,27,3,21,21,1,0,0,0,1,1,0,0,0,0,0,0,757,0
758,758,1,1,2,1,1,21,21,1,0,0,1,0,0,0,1,0,0,0,0,758,0
759,759,1,1,2,1,1,21,21,1,0,0,1,0,0,1,0,0,0,0,0,759,1
760,760,1,1,2,1,1,21,21,1,0,0,1,0,1,0,0,0,0,0,0,760,0
761,761,1,1,1,1,1,21,21,0,0,1,0,0,0,1,0,0,0,0,0,761,0
762,762,1,2,4,22,3,21,21,1,0,0,1,0,0,1,0,0,0,0,0,762,1
763,763,1,1,2,1,1,21,21,1,0,0,1,0,0,0,1,0,0,0,0,763,0
764,764,2,4,8,106,4,21,21,1,0,0,1,0,0,2,0,0,0,0,0,764,0
765,765,1,1,2,1,1,21,21,1,0,0,1,0,0,1,0,0,0,0,0,765,0
766,766,1,1,2,2,1,21,21,1,0,0,1,0,0,0,0,1,0,0,0,766,0
767,767,1,1,2,1,1,21,21,1,0,0,1,0,0,1,0,0,0,0,0,767,0
768,768,1,4,5,167,1,21,21,1,0,0,1,0,1,0,0,0,0,0,0,768,0
769,769,1,1,2,1,1,21,21,1,0,0,1,0,0,1,0,0,0,0,0,769,1
770,770,1,1,2,2,1,21,21,0,0,1,1,0,0,1,0,0,0,0,0,770,0
771,771,1,1,2,10,1,21,21,1,0,0,1,0,1,0,0,0,0,0,0,771,0
772,772,1,1,2,1,1,21,21,1,0,0,1,0,0,1,0,0,0,0,0,772,0
773,773,1,1,2,1,1,21,21,1,0,0,1,0,0,1,0,0,0,0,0,773,0
774,774,1,1,2,1,1,21,21,1,0,0,1,0,1,0,0,0,0,0,0,774,0
775,775,1,1,2,3,1,21,21,1,0,0,1,0,1,0,0,0,0,0,0,775,0
776,776,2,2,4,1,2,21,21,1,0,0,1,0,2,0,0,0,0,0,0,776,0
777,777,1,1,2,1,1,21,21,1,0,0,1,0,1,0,0,0,0,0,0,777,0
778,778,1,1,2,5,1,21,21,1,0,0,1,0,1,0,0,0,1,0,0,778,0
779,779,18,103,211,10047,88,20,21,1,0,0,1,0,0,18,0,0,0,0,0,779,1
780,780,1,1,2,1,1,21,21,1,0,0,1,0,0,0,0,1,0,0,0,780,0
781,781,1,1,2,1,1,21,21,1,0,0,1,0,1,0,0,0,0,0,0,781,0
782,782,1,1,2,3,1,21,21,1,0,0,1,0,0,1,0,0,1,0,0,782,0
783,783,1,1,2,1,1,21,21,1,0,0,1,0,0,0,1,0,0,0,0,783,0
784,784,1,1,2,1,1,21,21,1,0,0,1,0,0,0,1,0,0,0,0,784,0
785,785,1,1,2,1,1,21,21,1,0,0,1,0,1,0,0,0,0,0,0,785,0
786,786,1,1,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,786,0
787,787,1,1,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,787,0
788,788,1,1,2,3,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,788,1
789,789,1,1,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,789,1
790,790,1,1,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,790,1
791,791,1,1,2,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,791,0
792,792,1,1,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,792,1
793,793,1,1,3,2,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,793,0
794,794,1,1,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,794,1
795,795,1,1,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,795,1
796,796,1,1,2,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,796,1
797,797,2,1,2,1,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,797,1
798,798,1,1,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,798,1
799,799,1,1,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,799,0
800,800,1,1,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,800,1
801,801,1,1,2,8,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,801,1
802,802,2,2,4,3,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,802,1
803,803,1,1,2,4,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,803,0
804,804,2,4,8,74,4,0,0,1,0,0,1,0,0,2,0,0,0,0,0,804,1
805,805,1,1,2,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,805,1
806,806,1,1,2,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,806,1
807,807,2,2,5,3,4,0,0,1,0,0,1,0,0,2,0,0,0,0,0,807,1
808,808,1,1,3,8,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,808,1
809,809,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,809,1
810,810,1,1,2,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,810,1
811,811,1,1,2,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,811,0
812,812,3,3,6,3,3,0,0,1,0,0,1,0,0,0,3,0,0,0,0,812,1
813,813,1,1,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,813,1
814,814,1,1,2,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,814,1
815,815,2,4,8,106,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,815,1
816,816,1,1,2,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,816,1
817,817,2,2,4,6,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,817,1
818,818,2,4,8,84,4,41,41,1,0,0,1,0,0,2,0,0,0,0,0,818,0
819,819,1,2,4,11,1,41,41,1,0,0,1,0,0,0,1,0,1,0,0,819,0
820,820,2,4,8,10,4,41,41,1,0,0,1,0,0,0,2,0,0,0,0,820,0
821,821,1,1,2,2,1,41,41,1,0,0,1,0,1,0,0,0,0,0,0,821,0
822,822,1,1,1,1,1,41,41,1,0,0,1,0,1,0,0,0,0,0,0,822,0
823,823,1,1,2,2,1,41,41,1,0,0,1,0,1,0,0,0,0,0,0,823,0
824,824,1,1,2,1,1,41,41,1,0,0,1,0,0,0,1,0,0,0,0,824,0
825,825,1,1,1,1,1,41,41,1,0,0,1,0,0,1,0,0,0,0,0,825,0
826,826,1,1,2,1,1,41,41,1,0,0,1,0,0,1,0,0,0,0,0,826,0
827,827,1,1,2,2,1,41,41,1,0,0,1,0,0,1,0,0,0,0,0,827,0
828,828,1,1,2,1,1,41,41,1,0,0,1,0,1,0,0,0,0,0,0,828,0
829,829,1,1,2,1,1,41,41,1,0,0,1,0,1,0,0,0,0,0,0,829,0
830,830,1,1,2,1,1,41,41,1,0,0,1,0,0,1,0,0,0,0,0,830,0
831,831,7,15,28,1330,13,41,41,1,0,0,1,0,0,7,0,0,0,0,0,831,0
832,832,1,1,2,1,1,41,41,1,0,0,1,0,0,1,0,0,0,0,0,832,0
833,833,1,1,2,1,1,41,41,1,0,0,1,0,0,1,0,0,0,0,0,833,0
834,834,1,1,2,1,1,41,41,1,0,0,1,0,0,1,0,0,0,0,0,834,0
835,835,1,4,6,302,1,41,41,1,0,0,0,1,1,0,0,0,0,0,0,835,0
836,836,1,1,2,1,1,41,41,1,0,0,1,0,0,1,0,0,0,0,0,836,0
837,837,3,2,5,2,3,37,41,1,0,0,1,0,2,0,1,0,0,0,0,837,0
838,838,1,1,2,2,1,41,41,1,0,0,1,0,1,0,0,0,0,0,0,838,0
839,839,2,4,8,26,4,41,41,1,0,0,1,0,0,0,0,2,0,0,0,839,0
840,840,1,1,4,1,1,41,41,1,0,0,1,0,0,1,0,0,0,0,0,840,0
841,841,2,2,4,1,2,41,41,1,0,0,1,0,0,2,0,0,0,0,0,841,0
842,842,1,2,4,44,1,41,41,1,0,0,1,0,0,0,1,0,0,0,0,842,0
843,843,3,3,6,3,3,41,41,1,0,0,1,0,0,3,0,0,0,0,0,843,0
844,844,1,1,2,1,1,41,41,1,0,0,1,0,0,0,1,0,0,0,0,844,0
845,845,1,1,2,1,1,41,41,1,0,0,1,0,1,0,0,0,0,0,0,845,0
846,846,1,1,2,2,1,41,41,1,0,0,1,0,0,0,1,0,0,0,0,846,0
847,847,1,1,2,17,1,41,41,1,0,0,1,0,0,1,0,0,1,0,0,847,0
848,848,1,1,2,1,1,41,41,1,0,0,1,0,0,0,0,1,0,0,0,848,0
849,849,2,4,8,6,3,41,41,1,0,0,1,0,0,0,2,0,0,0,0,849,0
850,850,1,1,2,7,1,41,41,1,0,0,1,0,0,0,0,1,0,0,0,850,0
851,851,1,1,2,1,1,41,41,1,0,0,1,0,0,1,0,0,0,0,0,851,0
852,852,1,1,2,1,1,41,41,1,0,0,1,0,0,0,1,0,0,0,0,852,0
853,853,1,1,2,4,1,41,41,1,0,0,1,0,0,1,0,0,0,0,0,853,0
854,854,1,1,2,1,1,41,41,1,0,0,1,0,0,0,1,0,0,0,0,854,0
855,855,1,1,2,4,1,34,34,1,0,0,1,0,0,1,0,0,0,0,0,855,0
856,856,1,1,2,13,1,34,34,1,0,0,1,0,0,0,1,0,0,0,0,856,0
857,857,1,1,2,2,1,34,34,1,0,0,1,0,0,1,0,0,0,0,0,857,0
858,858,1,1,2,2,1,34,34,1,0,0,1,0,1,0,0,0,0,0,0,858,0
859,859,1,1,2,4,1,34,34,1,0,0,1,0,0,1,0,0,0,0,0,859,0
860,860,3,24,33,1137,14,34,34,1,0,0,1,0,0,0,3,0,0,0,0,860,0
861,861,1,1,2,1,1,34,34,1,0,0,1,0,0,1,0,0,0,0,0,861,0
862,862,1,1,2,3,1,34,34,1,0,0,1,0,0,0,0,1,1,0,0,862,0
863,863,1,1,2,1,1,34,34,1,0,0,1,0,0,0,1,0,0,0,0,863,0
864,864,1,2,3,125,1,34,34,1,0,0,1,0,1,0,0,0,0,0,0,864,0
865,865,4,16,32,4480,16,34,34,1,0,0,1,0,0,4,0,0,0,0,0,865,0
866,866,1,1,2,2,1,34,34,1,0,0,1,0,0,1,0,0,0,0,0,866,0
867,867,1,1,2,1,1,34,34,1,0,0,1,0,0,1,0,0,0,0,0,867,0
868,868,1,1,2,1,1,34,34,1,0,0,1,0,1,0,0,0,0,0,0,868,0
869,869,1,1,2,7,1,34,34,1,0,0,1,0,0,1,0,0,0,0,0,869,0
870,870,1,1,2,2,1,34,34,1,0,0,1,0,0,0,0,1,0,0,0,870,0
871,871,1,1,2,1,1,34,34,1,0,0,1,0,0,1,0,0,0,0,0,871,0
872,872,1,1,2,2,1,34,34,1,0,0,1,0,0,0,1,0,0,0,0,872,0
873,873,1,1,2,1,1,34,34,1,0,0,1,0,0,1,0,0,0,0,0,873,0
874,874,1,1,2,1,1,34,34,1,0,0,1,0,0,1,0,0,0,0,0,874,0
875,875,1,1,2,2,1,34,34,1,0,0,1,0,0,1,0,0,0,0,0,875,0
876,876,1,1,1,1,1,34,34,1,0,0,1,0,0,1,0,0,0,0,0,876,0
877,877,1,3,5,23,4,34,34,1,0,0,1,0,1,0,0,0,0,0,0,877,0
878,878,1,1,2,1,1,34,34,1,0,0,1,0,1,0,0,0,0,0,0,878,0
879,879,1,1,2,1,1,34,34,1,0,0,1,0,0,1,0,0,0,0,0,879,0
880,880,1,1,2,1,1,34,34,1,0,0,1,0,0,1,0,0,0,0,0,880,0
881,881,1,1,2,3,1,34,34,1,0,0,1,0,1,0,0,0,0,0,0,881,0
882,882,1,1,2,1,1,27,27,1,0,0,1,0,0,1,0,0,0,0,0,882,0
883,883,1,1,2,2,1,27,27,1,0,0,1,0,1,0,0,0,0,0,0,883,0
884,884,1,2,4,104,1,27,27,1,0,0,1,0,0,0,1,0,0,1,0,884,0
885,885,1,1,2,1,1,27,27,1,0,0,1,0,0,1,0,0,0,0,0,885,0
886,886,3,5,10,31,5,27,27,1,0,0,1,0,0,3,0,0,0,0,0,886,0
887,887,1,1,2,1,1,27,27,1,0,0,1,0,0,0,1,0,0,0,0,887,0
888,888,1,1,2,1,1,27,27,1,0,0,1,0,1,0,0,0,0,0,0,888,0
889,889,1,1,2,2,1,27,27,1,0,0,1,0,0,1,0,0,0,0,0,889,0
